V_Word,across,act,action,af,age,ago,air,almost,along,already,also,although,always,american,among,another,anything,area,areas,around,asked,available,away,back,became,become,began,behind,best,better,big,board,body,boy,brought,business,called,came,cannot,car,case,center,certain,change,children,church,city,close,college,come,common,community,company,control,cost,could,country,course,court,day,days,death,department,development,different,done,door,early,economic,either,end,enough,even,ever,every,example,experience,eyes,face,fact,family,far,federal,feet,felt,field,find,first,five,force,form,found,four,free,full,future,gave,general,get,give,given,go,god,going,good,got,government,great,group,half,hand,hands,head,heard,held,help,high,history,home,house,however,human,important,individual,information,interest,job,john,keep,kind,knew,know,known,large,last,later,law,least,left,less,let,life,light,like,line,little,local,long,look,looked,love,made,major,make,making,man,many,matter,may,means,members,men,might,mind,miss,moment,money,much,must,name,national,need,never,new,next,night,nothing,number,office,often,old,one,open,order,others,part,past,people,per,perhaps,period,place,point,policy,political,position,possible,power,present,president,probably,problem,problems,program,public,put,question,quite,rather,real,really,reason,result,right,room,said,saw,say,school,second,see,seem,seemed,seems,seen,sense,service,set,several,shall,show,side,since,small,social,society,something,south,special,state,states,still,street,study,sure,system,take,taken,tell,thing,things,think,though,thought,three,thus,time,times,today,together,told,took,toward,true,turn,turned,two,united,upon,us,use,used,voice,want,wanted,war,water,way,week,well,went,west,whether,white,whole,whose,wife,within,without,woman,word,words,work,world,would,year,years,yet,york,young,across,act,action,af,age,ago,air,almost,along,already,also,although,always,american,among,another,anything,area,areas,around,asked,available,away,back,became,become,began,behind,best,better,big,board,body,boy,brought,business,called,came,cannot,car,case,center,certain,change,children,church,city,close,college,come,common,community,company,control,cost,could,country,course,court,day,days,death,department,development,different,done,door,early,economic,either,end,enough,even,ever,every,example,experience,eyes,face,fact,family,far,federal,feet,felt,field,find,first,five,force,form,found,four,free,full,future,gave,general,get,give,given,go,god,going,good,got,government,great,group,half,hand,hands,head,heard,held,help,high,history,home,house,however,human,important,individual,information,interest,job,john,keep,kind,knew,know,known,large,last,later,law,least,left,less,let,life,light,like,line,little,local,long,look,looked,love,made,major,make,making,man,many,matter,may,means,members,men,might,mind,miss,moment,money,much,must,name,national,need,never,new,next,night,nothing,number,office,often,old,one,open,order,others,part,past,people,per,perhaps,period,place,point,policy,political,position,possible,power,present,president,probably,problem,problems,program,public,put,question,quite,rather,real,really,reason,result,right,room,said,saw,say,school,second,see,seem,seemed,seems,seen,sense,service,set,several,shall,show,side,since,small,social,society,something,south,special,state,states,still,street,study,sure,system,take,taken,tell,thing,things,think,though,thought,three,thus,time,times,today,together,told,took,toward,true,turn,turned,two,united,upon,us,use,used,voice,want,wanted,war,water,way,week,well,went,west,whether,white,whole,whose,wife,within,without,woman,word,words,work,world,would,year,years,yet,york,young
community,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,2,2,1,0,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,7,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,3,0,0,1,3,0,1,0,2,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,2,5,0,0,1,1,3,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,2,1,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,0,1,0,0,0,0,1,1,3,0,1,0,0,0
company,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,1,6,1,0,1,0,1,0,0,0,0,2,3,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,6,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,3,2,2,1,0,0,0,1,0,0,0,0,3,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,6,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,2,0,0,0,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,0,0,2,2,1,1,3,1,0,3,0,1,0,0,0,0,0,0,0,2,2,1,0,1,3,1,0,1,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,0,1,1,0,1,0,0,0,1,1,2,0,1,0,1,0,0,2,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,2,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,4,3,3,0,2,0
control,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,3,0,0,0,1,0,2,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,1,0,6,0,0,1,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
cost,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,2,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,0,0,1,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,1,2,0,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,2,1,0,0,0,0,1,1,1,1,0,0,2,3,1,2,0,0,1,0,0,2,0,2,0,1,1,0,3,0,0,0,0,0,0,0,3,0,1,1,0,1,1,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,2,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0
could,3,3,5,1,4,0,3,4,1,3,1,1,2,3,0,2,11,4,2,11,10,1,5,5,1,0,0,3,8,1,0,2,2,6,0,1,4,3,0,3,4,1,1,0,4,1,2,1,1,2,0,1,2,4,1,9,2,4,1,4,2,3,0,1,2,4,3,2,1,6,2,3,12,5,3,4,1,4,4,3,3,8,0,0,8,2,4,5,0,2,4,4,0,1,0,3,1,0,2,1,0,3,4,2,7,3,2,2,2,3,4,1,1,0,4,3,2,3,6,7,4,4,0,1,1,0,1,3,2,2,18,6,1,2,4,1,4,8,6,1,0,7,4,6,1,8,0,6,2,4,0,3,0,3,1,26,5,2,2,1,1,8,3,1,1,10,5,9,0,0,2,1,9,4,2,5,17,4,3,0,4,39,6,0,3,3,2,9,0,2,2,3,2,1,2,2,2,1,1,0,2,1,0,1,2,0,2,0,1,2,2,4,1,5,5,22,1,3,4,3,12,1,3,0,1,1,1,4,0,0,1,2,7,2,0,2,5,1,0,6,5,5,2,0,5,0,2,2,1,7,5,8,8,12,2,2,16,2,2,0,7,2,2,2,1,2,7,6,1,5,3,0,1,1,3,3,5,13,2,5,3,2,5,1,1,0,4,1,0,4,1,1,5,6,12,3,3,5,1,1,2,3,1,0,0,0,4,2,5,2,9,0,1,2,1,3,10,0,0,1,3,0,3,8,0,4,0,1,4,12,1,0,4,3,4,1,4,0,0,1,0,0,2,0,3,2,0,3,1,10,2,2,1,2,3,9,1,4,1,1,1,1,0,0,1,13,2,1,1,4,3,1,15,8,3,1,1,6,3,1,1,4,0,3,2,1,28,5,0,0,2,9,0,2,0,3,1,0,34,11,4,20,2,5,6,1,0,3,0,4,2,1,5,6,2,12,1,0,2,2,0,0,1,0,4,0,3,1,7,5,2,6,0,0,1,4,2,2,6,2,4,3,3,8,0,8,1,3,7,3,3,7,0,25,0,12,2,2,2,0,1,1,3,2,1,2,3,3,1,2,0,1,21,3,0,0,7,1,1,3,1,18,2,2,2,2,2,1,2,1,0,7,1,0,0,0,1,1,0,1,2,0,0,0,1,12,1,4,0,1,9,0,0,4,0,12,1,10,1,1,101,1,2,0,9,3,0,6,2,0,3,2,3,2,1,0,11,0,2,2,1,12,0,2,4,1,19,3,22,4,6,14,0,4,2,1,9,3,0,1,3,0,1,0,5,2,4,1,4,3,11,11,2,2,1,3,1,8,0,10,2,0,2,0,1,0,0,1,11,2,1,3,2,2,16,1,3,0,0,2
country,5,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,0,0,1,2,3,0,0,0,0,3,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,2,0,0,2,0,0,2,1,0,4,2,1,0,0,2,2,0,1,2,0,2,0,0,0,0,0,2,1,0,1,2,0,3,0,1,1,0,0,0,3,3,0,0,2,3,0,6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,2,0,1,1,1,2,0,3,0,0,0,1,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,1,1,0,2,1,1,0,3,0,0,1,0,0,0,0,1,2,4,1,0,0,2,2,0,3,0,0,0,0,0,0,0,0,2,2,4,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,1,0,0,0,5,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,2,1,1,4,2,2,0,0,0,3,0,0,0,0,2,3,2,1,0,2,1,0,1,0,0,0,0,1,4,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,1,1,2,0,3,1,0,4,2,0,0,0,0,2,0,0,0,2,1,0,0,1,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,2,0,4,0,0,2,4,0,1,0,0,1,1,0,1,2,0,0,0,3,5,9,0,1,2,0,1
course,0,1,1,1,0,0,0,1,4,0,2,0,1,0,0,1,0,0,1,3,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,2,4,1,1,0,1,3,0,0,1,0,2,1,0,1,0,1,1,4,1,3,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,2,2,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,0,1,3,0,2,2,1,1,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0,1,3,2,1,1,1,1,0,0,3,1,0,2,0,1,0,0,0,1,1,0,1,2,0,1,0,2,1,1,3,1,1,1,4,2,0,0,1,3,1,2,1,0,1,5,1,1,2,0,0,0,1,8,0,0,0,4,0,0,0,1,1,0,3,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,5,1,6,3,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,1,2,2,0,1,0,0,0,5,0,2,0,1,1,0,3,1,0,0,1,0,4,0,0,0,1,0,1,0,0,1,3,1,0,0,0,0,2,0,0,1,1,1,0,2,3,5,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,2,1,0,4,1,1,0,0,0,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,2,0,0,0,0,0,4,0,3,2,1,0,0,1,0,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,3,1,1,2,2,1,1,0,0,0,0,0,1,0,1,0,0,3,1,2,0,0,0,2,2,0,0,0,0,0,0,2,2,0,2,0,4,0,3,0,1,4,2,0,0,0,0,1,0,2,1,2,0,2,1,0,0,0,0,1,2,0,3,0,2,0,3,0,1,1,1,0,1,1,0,6,2,1,0,0,3,2,1,0,1,0,5,8,1,0,1,5,3,0,0,4,0,1,0,0,11,0,0,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,0,2,5,1,0,2,1,6,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,1,2,0,3,0,1,2,1,0,0,1,0,0,3,2,0,0,1,3,1,2,1,0,1,1,0,3,1,0,0,4,0,1,2,5,0,2,1,1,2,1,1,1,1,0,1,1,0,0,2,0,13,1,1,1,0,0
court,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,2,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0
day,0,0,0,0,1,0,0,1,0,2,2,0,1,0,1,10,1,0,1,4,1,1,3,4,0,0,1,0,1,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,1,1,17,1,2,1,0,0,1,0,8,0,1,7,0,2,0,29,0,0,0,2,0,2,1,0,1,0,0,0,19,0,0,1,1,4,0,1,0,1,1,3,0,1,1,0,2,4,2,0,1,0,2,2,1,9,0,1,0,2,0,3,6,1,0,0,0,0,1,0,1,2,0,0,2,0,0,7,6,1,1,2,1,0,8,3,0,0,1,0,1,0,1,0,0,0,3,0,2,0,1,1,0,0,3,1,0,0,1,0,2,3,1,4,2,1,6,31,7,1,1,2,2,1,56,0,1,0,1,1,2,21,4,1,1,2,0,0,0,0,0,2,1,1,0,0,1,2,0,0,1,0,1,1,1,0,0,0,9,1,0,2,7,0,1,1,0,1,0,0,3,0,0,0,0,5,1,1,1,2,0,1,7,1,2,1,0,0,0,1,1,0,0,1,1,2,0,3,0,3,4,1,0,1,0,3,0,1,0,3,5,1,2,0,2,0,1,0,1,0,1,2,1,2,0,0,0,0,0,0,0,1,0,0,1,3,0,10,3,0,1,1,0,0,0,0,0,1,1,0,4,0,1,0,2,1,0,1,1,0,1,0,3,0,0,1,1,0,0,4,0,1,0,2,1,0,1,2,0,1,10,1,0,0,0,0,0,1,0,1,4,0,4,1,0,0,0,1,4,2,1,2,17,5,3,1,0,2,2,1,4,0,0,1,3,2,3,3,1,0,1,1,0,3,1,0,0,0,1,2,6,1,0,0,2,2,1,1,0,0,0,4,1,0,2,0,1,4,2,2,3,1,1,1,2,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,5,2,0,2,0,0,1,4,1,0,1,4,0,6,0,1,8,0,1,0,5,2,1,1,1,0,2,0,1,4,0,4,1,1,0,2,0,1,0,0,0,5,1,0,1,5,8,1,9,0,0,0,2,1,6,1,0,0,2,0,2,5,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,9,4,0,6,0,5,0,5,1,1,0,1,1,0,1,0,0,2,2,0,0,3,0,1,2,0,1,0,0,0,0,0,0,1,1,2,0,0,2,1,1,7,0,1,2,7,1,0,0,1,0,7,1,2,4,0,2,1,0,1,3,0,1,8,1,3,0,1,1,2,1,0,0,1,1,1,1,1,3,11,12,5,2,0,2
days,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,1,3,1,0,0,0,0,0,1,2,0,0,5,3,0,0,0,2,0,0,11,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,11,7,0,0,1,7,1,2,0,0,1,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,1,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2,2,2,1,0,0,2,0,0,0,0,2,0,0,1,0,0,1,7,0,0,0,0,0,11,9,0,0,0,1,3,0,3,1,3,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,25,0,2,0,0,1,1,1,1,0,0,0,25,1,0,2,0,3,1,0,0,1,1,1,2,1,0,1,0,1,2,0,0,14,0,0,0,1,1,1,6,1,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,1,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,1,3,0,0,0,0,1,0,2,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,2,1,0,3,0,0,3,0,0,0,4,0,1,0,0,3,1,0,0,2,0,1,0,0,0,1,0,0,0,0,4,2,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,10,1,1,1,0,0,2,0,3,0,1,0,0,0,1,0,1,0,4,0,1,3,0,1,1,0,0,3,1,2,0,0,3,2,2,0,0,2,0,0,1,1,0,0,1,0,4,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,4,1,0,2,0,1,0,1,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,1,3,1,1,0,1,3,0,1,0,5,1,0,0,0,2,0,0,1,0,3,0,0,0,1,1,0,0,2,2,0,2,5,3,3,0,0,3,1,0,1,0,4,0,1,0,2,1,5,0,2,0,0,0
