angle	x	y	z	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10
13.02233779	11.69191808	13.8843676	5.734137536	13.02233779	-0.538801508	-0.347333065	2.161105372	0.998836732	-0.029566312	-0.584929905	1.948209313	2.390014932	0.927203738
5.80286274	5.146245156	18.31473643	-2.681301322	5.80286274	-1.140731992	0.469624631	-0.807281367	-1.701102738	-0.407882161	0.889144131	-0.163822548	-2.01106161	0.171985694
10.67934605	-3.321106236	4.21655423	-10.14981208	10.67934605	-0.100770403	0.360251454	-0.06143939	-0.252272773	-1.518808326	-0.71534646	-0.943199226	-0.625864295	1.476183538
9.413917552	-9.413362379	3.110442114	0.102236983	9.413917552	0.20277288	-0.78214691	0.0087783	1.163912098	-0.042568673	-0.361707768	-0.934275476	-2.042725287	0.788602894
5.661002935	4.600179014	14.14864874	-3.299288902	5.661002935	0.0564092	0.18470235	1.480085794	-0.962134023	0.79124771	-1.089515948	-0.234938496	-0.797376903	-0.93664079
11.32914051	3.70932775	3.94539716	-10.70468646	11.32914051	0.839774153	0.823514179	0.606523446	-0.794022305	-0.427246413	1.165485191	-0.008697726	2.343366615	0.390838967
9.8373512	-9.011919427	20.33677117	-3.944462813	9.8373512	0.010512071	0.229889567	0.114309423	1.149002672	0.283243424	-0.258289379	-1.163692973	1.342332704	-1.109078849
11.68081677	7.392330754	16.58501867	-9.044054755	11.68081677	-0.844223744	0.573801903	-0.487939921	-1.136634958	1.116016114	0.682361935	0.599796495	-1.343351977	0.123973901
7.375159063	3.397990091	13.15593995	6.545734073	7.375159063	0.013693608	-1.459386548	0.131686862	-0.009530136	0.591554419	-1.019592138	0.757683976	-0.217115258	-1.27783721
7.355602203	3.515997911	10.9713161	6.460854622	7.355602203	-0.074858498	0.706067419	-0.024164291	-0.480298551	1.013686778	-0.769737872	-0.654284194	-0.463674993	-1.778657996
7.344995855	3.579156548	10.19469861	6.413938144	7.344995855	-0.219546597	1.285652931	1.951676237	0.570122846	1.845939882	-0.279767255	1.718498462	-2.125953483	-1.038156701
12.91672951	12.13203287	20.7001755	4.433472654	12.91672951	0.99467731	1.16840458	0.827318924	0.853054213	-1.587398932	-0.328094047	0.138827143	0.756621313	0.603853432
13.38197631	9.172374377	20.52973109	9.7439642	13.38197631	-1.885208406	0.779443006	-1.154677032	-1.78313666	-0.661308408	-1.189799671	1.219715583	-0.126912393	1.062458864
13.1601258	10.90771216	10.823627	7.36279339	13.1601258	-0.927107268	-0.891858104	0.292354628	0.713425988	1.386460745	-1.002512352	0.380525845	-0.942441709	1.015658441
6.40157446	6.356764628	19.94590061	0.756107818	6.40157446	-0.298922655	0.771300275	0.895913087	0.916129945	-0.693833334	0.280517961	0.452807359	1.019899682	-0.889166909
10.16747223	-7.489859969	7.187950241	-6.876008227	10.16747223	1.908999299	-0.251218479	0.039657654	-0.213646301	0.471287116	0.922450925	0.898887789	1.261685863	-0.070480412
13.48185704	8.215910787	7.459532727	10.68921322	13.48185704	0.36074247	-0.106870474	0.019410501	0.186660365	-0.871437948	-0.5284817	-1.271634895	-0.545551733	0.715575629
11.63021721	6.895439561	4.538962518	-9.36562148	11.63021721	1.478922673	1.701159247	0.704940771	0.447968822	0.609442875	-0.334412399	1.425529805	-0.331215789	-0.340038895
11.83504873	8.808734791	19.60139005	-7.904085644	11.83504873	-1.739958166	-0.153252404	0.220386855	-0.895095927	-0.107425995	0.300884174	0.995471892	0.104942147	0.149977504
5.074471161	1.797490209	6.052604762	-4.745449032	5.074471161	-1.228408198	0.166120049	-0.097039326	0.207957237	-2.348787483	0.096091114	-0.291673341	0.424424688	0.304750859
7.100899624	4.856238444	0.920677241	5.180706868	7.100899624	0.045165872	-1.564178984	-1.258830557	0.300879024	1.888852458	0.366492326	0.687623183	-0.239421755	-1.111165085
5.258302646	2.730106394	12.78194682	-4.494025567	5.258302646	-0.903223253	-1.431919464	0.985934657	-0.540033876	0.168997996	-0.350080453	-1.460224567	-0.93631639	1.234463485
9.426822492	-9.42680279	3.08254149	-0.019273424	9.426822492	0.705315402	0.496230881	-0.584889706	-0.503409271	0.119575993	-1.262869122	-0.07755122	0.900203454	0.434869586
8.068577604	-1.718225252	19.75098289	7.883504712	8.068577604	-0.195707939	-0.336552452	-0.659966884	-0.431728423	0.614520562	1.03897569	-1.139016339	0.045709228	0.773558087
4.928480297	1.056732669	0.74891651	-4.813858546	4.928480297	-0.875138605	-1.058613587	-0.022292837	1.340969825	-1.49641492	-1.34205899	-1.063622375	-0.230513546	-0.060137862
10.21846303	-7.165419706	15.07111167	-7.285173098	10.21846303	1.655666944	0.82962878	-2.05808814	0.809481952	-1.037646831	-0.194619989	0.26731272	1.435629891	0.185588362
8.131840606	-2.230542489	17.15619502	7.819943212	8.131840606	-0.343213425	0.931714234	-1.120933621	1.15411904	-0.518039888	0.194890123	-1.340532434	-0.094717487	-1.385205657
10.11616534	-7.793110945	18.50793401	-6.450133558	10.11616534	0.772117038	0.656169079	0.230927906	0.149668206	0.972787538	-0.305616183	0.096626766	-0.48427646	-1.395018721
5.40579472	3.455168558	16.93309631	-4.157454365	5.40579472	2.073476725	-0.065741456	-0.657785875	0.127167995	0.169811819	-0.372350499	1.289507164	-0.687701723	2.761629274
5.643833786	4.529079866	0.384026783	-3.367535504	5.643833786	-0.83869328	0.986135842	0.472133631	0.536719458	-0.185819717	0.192575513	1.456537739	-1.417883346	0.092195667
12.10583376	10.84457574	20.23822325	-5.380184747	12.10583376	1.70027556	-1.161757951	1.394488542	1.305019697	0.116372071	0.510132519	-0.214795588	2.035312012	1.13805101
6.288274814	6.288193371	14.56759561	0.032004077	6.288274814	-0.147844168	-0.820352368	0.917484805	-0.453898037	1.034537874	-0.406435331	1.585956433	-1.323684072	-0.477867679
12.07562034	10.65044976	4.739193452	-5.691091857	12.07562034	0.884903701	0.894145251	0.614349676	2.592209682	0.410708391	0.162105255	0.26661116	-0.322866364	-1.243320705
8.37653977	-4.180718508	2.567424827	7.258650789	8.37653977	0.706278319	1.266369772	-0.05221323	-2.477569477	1.415190993	-0.259535312	-2.099371555	-0.840777365	0.269964153
8.577628578	-5.679437228	2.303855947	6.42804051	8.577628578	2.227790882	-1.136431521	0.611583701	-0.236408772	-0.186289486	-0.384146048	-0.959763627	-1.415552436	0.624918805
6.983320468	5.340529993	7.431302638	4.499500434	6.983320468	-1.214889709	-1.192854481	0.370393888	1.032682433	0.069485299	-0.044148859	0.42018774	0.386111537	0.111133236
9.363310788	-9.345628064	5.528992535	0.575173891	9.363310788	-0.633831869	-0.57400626	-0.432481527	0.458398562	0.65115745	0.423905104	1.719364217	-0.07612329	-0.549136388
12.27843771	11.77297025	20.22809549	-3.486718222	12.27843771	-0.382021099	-0.429115695	-0.46499106	0.334811866	1.146584097	-1.029004473	-0.5076819	2.53231279	-0.16634478
12.83673792	12.37041594	4.393031518	3.428505492	12.83673792	-0.170805836	0.870499558	-0.014873894	1.346355837	1.624549751	1.58858585	-1.45122039	-0.724450664	0.373537176
12.68918668	12.59360643	17.38291683	1.554521025	12.68918668	-0.158783341	1.449334076	-1.537301073	1.206625359	-0.608734262	1.607322969	0.015807507	-0.146938775	2.13208098
5.210779638	2.49081826	8.386685231	-4.576903848	5.210779638	0.148739257	1.596993296	-1.776640563	0.035233456	0.927271559	-2.207633742	-2.339778733	0.540074517	-0.260200897
4.786038711	0.352171881	20.03033882	-4.773064164	4.786038711	0.876216957	-0.03925433	-0.733205675	-1.418435614	-0.862507001	-0.756553002	0.877695971	0.901301653	0.367280693
6.617532625	6.251084706	17.44906253	2.171561198	6.617532625	-0.047695185	2.399497207	-1.772351564	-1.158108046	-1.072579908	0.423992436	0.649545614	0.120227022	1.3265849
5.924946151	5.548804928	9.852346439	-2.077438509	5.924946151	-0.972111267	-0.022972337	-0.638483267	-0.601893976	1.580535639	-0.031841047	0.013342739	0.535919805	-0.958685347
6.297207812	6.29658871	18.91667282	0.088299732	6.297207812	-0.847444896	-0.238879162	-0.381015647	1.163213857	-2.092397635	2.113949621	1.321314195	-0.430018718	-0.12189081
11.85538616	8.983060907	17.5757539	-7.736588246	11.85538616	0.500959324	1.232556178	-1.156957049	0.308215716	0.409648328	0.230193263	0.813767638	-0.730753816	-0.242065224
13.78293767	4.780854323	18.47889713	12.92721172	13.78293767	-0.416733356	0.353157749	1.315978443	-1.027685082	-0.801445761	-0.765840539	0.948886485	1.543567327	0.356648657
6.933864482	5.517085896	1.418048201	4.200028556	6.933864482	-1.169250259	0.494612923	-0.784861258	-0.172400686	0.671992837	0.96542257	-0.073055367	0.299879889	0.50557093
10.70628805	-3.054163411	7.825854103	-10.26141753	10.70628805	-0.81017711	-0.887847186	-1.429431866	-0.4644874	-0.051111492	0.750892866	0.561699875	0.452261488	0.485899853
11.70153247	7.59152473	4.291144007	-8.904752346	11.70153247	-0.698490639	0.990231498	-1.719138147	0.594635696	0.645359336	-0.741965745	0.472885918	-0.384412737	0.608939667
12.92967326	12.0857313	8.273253071	4.594730625	12.92967326	1.753423209	-1.154354736	0.226024319	-1.083145035	-1.48782714	-0.337271344	-0.188096628	-0.066814814	-0.812479957
6.436087613	6.36099906	13.49928347	0.980262582	6.436087613	-1.499591744	0.219813247	0.163643224	0.657546941	-0.771530437	0.86501361	1.028004722	1.295854723	1.36008292
11.00824156	0.13944066	5.15367961	-11.00735838	11.00824156	0.061126187	-1.072862878	-0.19371897	0.116247445	2.134451847	0.127010507	0.580611035	0.739076746	0.018171736
12.48278605	12.4392067	19.00032283	-1.042153716	12.48278605	-1.922625424	-1.08773694	0.201347446	-2.257803766	-1.255890755	-2.604343072	1.83320685	-0.840960578	-0.19504851
10.92859724	-0.731418019	4.174913194	-10.90409397	10.92859724	-0.593524419	0.689376313	2.073105662	0.833187672	-2.352147729	-0.281931206	-0.339979036	1.016848804	1.642673408
5.795841804	5.121089669	7.038916777	-2.714078631	5.795841804	-2.855450203	-0.704793292	0.155086355	0.79381942	-1.694082667	0.748747503	0.584762618	0.42893737	0.324805454
12.50580925	12.48288261	2.263252473	-0.75690604	12.50580925	-1.121595083	-1.116237111	0.038665992	1.525906167	1.046156276	0.266135544	-0.203357581	0.666149277	-0.651630728
7.099866892	4.86087908	17.10559823	5.174936179	7.099866892	0.922986613	-0.955991792	1.153029283	2.091147081	0.518401859	-1.429232628	0.517187762	-1.075152157	0.753409359
10.00888925	-8.349440472	9.633451493	-5.519484373	10.00888925	-1.404345168	0.016260409	-1.108398548	-0.981965029	-0.36669674	0.958674433	1.391543616	0.443162499	0.970154096
10.89827128	-1.058762	20.72753389	-10.84672024	10.89827128	1.964867595	0.11556634	-0.869667517	1.153401741	-0.785023217	1.157601246	-2.82512767	-0.951976893	2.09995418
7.776171426	0.604455144	0.956758927	7.752643164	7.776171426	-2.09102557	-0.02637327	0.357198068	-0.068050783	-0.510060414	-0.211468336	0.583238977	-0.318109017	-1.668845835
10.72475619	-2.869084667	14.55471978	-10.33386416	10.72475619	0.070893674	1.692306644	0.069628008	-1.539096505	-0.210989944	-0.117625173	-0.852352339	-4.21056822	0.630496289
8.616466498	-5.951569488	8.534686246	6.230755615	8.616466498	-0.511333753	-0.11735948	0.032079009	0.098590848	-0.852138679	-0.141430701	-0.176761417	-1.222037166	-0.189928399
7.458012108	2.876576727	5.569661205	6.880933871	7.458012108	0.187083635	-0.366558026	-1.173459315	-0.525869781	1.016215743	-1.029453827	-0.067353211	-0.575350884	-0.64386861
11.21816987	2.476544604	8.328507723	-10.94139215	11.21816987	-0.291307776	0.212366834	1.67650301	1.027094252	-0.482893998	0.625172038	-1.897571028	0.607671728	0.807661703
12.03909899	10.4039864	2.019067799	-6.057802531	12.03909899	-0.394865338	-0.134421401	-0.738328181	0.110172116	0.283460595	0.482224872	-0.973337506	-1.985363472	-0.010966783
8.987207595	-8.140467665	16.54312976	3.808239297	8.987207595	0.54073025	-0.624279607	-0.336296765	1.553904581	-0.739313612	0.581434562	0.37849346	0.524145801	-1.944546284
13.81124661	4.422096064	8.842870863	13.08417362	13.81124661	-0.042767983	-0.922952444	-1.120909453	0.449196819	1.177013201	-0.78217057	0.104697429	1.857679667	0.769313264
5.201394754	2.443346953	12.21885999	-4.591793011	5.201394754	1.788937452	0.94781302	-0.613453784	-2.668008182	-1.02906428	1.025428434	-0.481709435	-0.997980018	-1.171197763
10.8102225	-1.992240811	11.95886622	-10.62505939	10.8102225	-1.975981193	-0.377258739	0.429587958	-0.83054094	-0.982063709	-0.622695349	0.638060763	2.632206387	-0.704935301
6.731759371	6.065762315	16.94571766	2.919436891	6.731759371	0.645800156	-1.67504507	-0.244429671	-0.066613032	0.626057391	-0.933362967	3.53745296	1.809773756	-1.874565645
8.00627676	-1.214608959	0.750547446	7.913608067	8.00627676	-1.216424832	0.315462664	1.157070394	-0.992205381	-0.247643407	-0.074930513	0.175805874	0.372624488	1.579451695
9.911452722	-8.760662897	19.38233432	-4.63548063	9.911452722	-0.267259811	-0.748522511	0.971782593	1.182541469	-0.557209585	1.284988868	-0.119465709	1.228662351	0.863021771
5.771356053	5.031757049	12.50120197	-2.826653797	5.771356053	-0.710141155	1.518266189	1.580114107	-0.509659677	-0.482750532	-0.718112121	-0.261432246	-0.873973193	0.095876703
6.058339671	5.905842386	12.73510746	-1.350742493	6.058339671	-0.523218341	0.626451078	-0.570480569	-0.94288251	-1.848633964	0.254964796	-0.143502735	0.051044009	0.83303906
9.027527427	-8.324537651	7.319102854	3.49260996	9.027527427	-1.185676957	0.527221579	-0.331587295	1.136221699	0.073210015	-0.081339489	1.829335345	-0.170436176	0.332069267
10.67826133	-3.331775478	12.7331625	-10.1451731	10.67826133	-0.055973391	0.501312129	-0.380375129	-1.011995307	0.141124144	0.139156182	1.323863046	-1.137430955	-1.779345897
6.473940858	6.356511743	0.306628805	1.227464335	6.473940858	0.160964259	0.572717432	0.116409805	1.304707011	-0.323950064	-0.221801679	0.218956505	-0.065257351	-1.470374966
12.36836493	12.12669745	11.9208135	-2.433035146	12.36836493	0.466174599	0.441100643	0.302381304	-0.602671341	-0.039618506	0.585445394	-1.933438529	-0.636080483	-0.197283908
10.00785434	-8.354284239	0.340416373	-5.510270715	10.00785434	-0.051179202	-1.133308695	1.284397548	0.669368504	0.004931284	-1.594257165	-0.800290798	1.508395389	0.611113055
6.717960856	6.092952717	4.281581169	2.829651083	6.717960856	0.515303364	0.325895362	-0.222872507	0.394021723	0.263432534	-1.156550568	0.849514732	0.696371624	-0.657417932
13.1892323	10.71245782	18.85013982	7.694094891	13.1892323	-0.676777282	-1.007386015	0.499641084	2.243286164	-0.191046387	0.4555566	0.681101185	-0.105104994	0.629281872
12.86459346	12.29675242	20.30647688	3.779900098	12.86459346	0.524014951	0.035095919	0.270996468	1.358552657	-0.83355597	0.655692647	-0.369359042	0.837247898	0.120241404
10.27734199	-6.76305292	8.410285451	-7.738531748	10.27734199	-0.76387932	-1.546564303	0.557287755	-0.045824355	0.707845602	0.927854768	0.453076332	-0.57898321	0.129220152
14.03545498	1.425113535	8.624139278	13.96291688	14.03545498	0.857299871	-0.608838622	0.75336614	0.573866709	-0.187088249	0.494016521	0.639149298	1.083168395	0.38356758
5.540360469	4.080812677	1.792289249	-3.74734066	5.540360469	-0.55084514	1.021548782	-2.164174935	0.506322573	0.728050063	-0.290254939	1.437378286	0.745377703	1.495734992
5.291557802	2.896220385	16.22153119	-4.428599266	5.291557802	1.799422279	-0.672483593	-0.753566799	0.858984417	0.731031829	-0.352762753	-0.069367985	0.12921974	0.273469505
9.037080313	-8.366365703	15.36366277	3.416539991	9.037080313	0.106007086	-0.652096211	-0.737685459	-0.254204292	-0.499094861	0.195098937	-1.026092576	-2.062985463	0.499405434
8.387227071	-4.263486352	19.10130501	7.222760004	8.387227071	-0.017412112	0.84674286	-1.525626632	0.137835021	0.393217786	0.69862337	-0.475354385	0.820136165	0.723352804
11.17654931	2.011653244	18.36624432	-10.99402136	11.17654931	0.368138799	-0.824960918	1.007072327	0.435794573	-0.398494751	-0.362026304	0.392832661	-0.11672359	0.824413378
5.337368137	3.12278932	12.9455655	-4.328473806	5.337368137	-0.210094539	0.876470451	0.515120234	0.050121496	0.197958015	0.2232276	-0.300413197	-0.363157958	1.521363373
4.873381022	0.781190786	15.65746713	-4.810362101	4.873381022	-0.299629281	-2.00733799	-0.401243642	-0.043881082	0.810706061	0.302097899	-1.381781025	0.0225577	-1.610687373
13.33016851	9.627238852	10.98564715	9.220068574	13.33016851	0.034892833	-0.411281536	1.410274827	0.920137318	0.5252501	0.213977172	-0.268275841	0.060377355	0.886929846
7.714938285	1.069257732	11.9565475	7.640481702	7.714938285	-0.141645837	-0.911546509	0.059325217	1.085520679	1.336098928	-0.74570557	-0.163089953	0.744890729	-1.04201082
12.70604346	12.58230687	4.813652169	1.768924622	12.70604346	-1.731287379	1.596606703	1.119174741	0.097467055	-1.057302155	-0.484647958	0.25555713	2.592830881	-0.8514982
9.98497887	-8.458758609	13.50174525	-5.305582516	9.98497887	-0.266745738	1.0451362	0.409510913	-0.457795332	-0.426345263	-0.746932179	-0.21121309	0.627274697	-1.312688262
12.95078409	12.00561707	1.313881228	4.856744513	12.95078409	-0.505316867	0.770821534	-0.231442735	-1.268177659	0.308448605	-1.676319149	-0.07610727	0.371608549	0.439106411
7.292653628	3.881958938	18.29537221	6.173588239	7.292653628	-0.612216886	1.167378392	0.675117097	0.647437967	-2.288883435	-1.220389111	-0.617046854	0.320421348	-1.368190481
12.47351233	12.41977353	18.24092428	-1.156605102	12.47351233	-0.412296546	1.339790012	0.610529162	0.928627068	0.609251599	0.330186933	0.456404619	-1.075656524	-0.436215635
5.528956218	4.02950121	9.789964485	-3.785825783	5.528956218	0.251633565	0.902487486	-0.318685953	-0.121205062	-1.088417679	0.268820724	-0.385877784	0.427405435	-0.772629686
12.11023536	10.87210367	11.22605102	-5.334338052	12.11023536	-0.299948203	-0.716846629	-0.678128746	-0.66686798	2.560575745	-0.353046611	-1.057584696	-0.59024719	-0.567732509
6.268737205	6.268082925	6.95205358	-0.090568202	6.268737205	1.73871264	-0.680851383	-0.130029352	0.057575679	-1.558800293	-0.728063911	0.86050603	-0.355370501	0.874622164
5.873609883	5.387803491	11.15468876	-2.33898837	5.873609883	1.379196959	-1.171052415	-0.669506342	-0.445676351	0.889908245	0.281490711	0.63279765	-0.484187341	-1.093091123
11.89154815	9.285133418	5.129226366	-7.429348208	11.89154815	0.293234966	0.254054139	0.445359828	-1.554980971	0.085872627	-0.500393188	-0.853246512	-0.137588102	-0.482064806
13.33497683	9.586251263	12.92514011	9.269595125	13.33497683	-1.602705792	0.68276316	0.497534464	1.452032465	-1.427805587	-0.029111882	-0.366840138	0.128952636	-0.403461653
12.75930341	12.52256892	7.04167178	2.446444607	12.75930341	-1.422811263	-0.568971523	0.885665154	-0.647277935	0.732091996	0.601687112	1.207147365	1.787941196	1.035972538
10.46792695	-5.270622713	20.5723487	-9.044226378	10.46792695	-0.355535868	-0.790959613	-0.440238058	-0.036131932	1.23123775	0.005649472	0.813041999	0.006872947	-1.726781865
7.081621234	4.94175255	10.52116829	5.07232107	7.081621234	-0.54974047	-0.947916216	1.507090032	-0.135977307	2.172982974	-0.441981103	0.147175868	1.264896907	-0.130348553
11.70616425	7.635709209	11.62037812	-8.873005478	11.70616425	0.778273377	0.209912046	-1.36810525	-0.513037446	-1.256356375	-0.352406386	-1.009316754	1.426713172	-1.364386905
8.903920606	-7.723197146	7.328474528	4.430804443	8.903920606	1.21806602	0.934887025	-0.254218149	-1.177774877	-1.591659794	-0.259469963	0.369919904	-1.856405163	-0.008684493
9.708674174	-9.320049596	18.31342183	-2.7193804	9.708674174	-1.638696611	0.264815156	1.633815135	-0.985798671	0.187805972	0.51487567	-0.278772817	-0.375685112	-0.268175723
13.13703896	11.05534542	20.49434799	7.09655764	13.13703896	-0.249681695	1.688211889	-0.343964276	1.065503606	1.217300595	0.736207759	1.622723017	0.766880861	-0.049948733
7.784649941	0.539290666	19.06753893	7.765947481	7.784649941	1.628343507	-1.967205881	-1.006847965	0.789688368	0.093142144	-0.977815954	1.552615254	0.004106304	1.520149831
8.710310489	-6.58013672	8.149914541	5.707127961	8.710310489	-0.643084379	-0.485240587	0.274688962	-0.203617539	-0.179849181	0.569119451	0.004359101	0.724984439	-0.28786177
13.33070028	9.622718344	11.08393438	9.225554818	13.33070028	-0.508042963	-0.960163979	-1.588228066	0.123195583	0.909419027	-1.057562556	0.098879422	0.028365976	0.806433757
13.05587216	11.52268628	13.73888249	6.138688679	13.05587216	0.276178702	1.54754433	-0.675976251	0.224775115	-0.749158605	-1.283110447	0.590609194	-1.229313959	1.610567866
12.69024182	12.59300624	16.56950253	1.567938559	12.69024182	0.678122648	-0.225935397	-0.537199133	-0.912446971	0.074015222	-0.849780493	0.221308263	0.605824208	-0.428732476
7.114306714	4.795382895	19.83708821	5.255250985	7.114306714	0.608366291	0.262771195	1.306060229	-0.389904929	0.840725105	0.310550692	1.49646337	-1.213265692	-0.291790879
5.949098978	5.620175094	2.421469795	-1.950746155	5.949098978	-0.395380973	-0.236804412	0.476896713	-0.740590054	-1.170400064	-0.922169672	0.550534582	0.496151595	1.488257081
13.43028176	8.722544294	9.544130911	10.21223233	13.43028176	-3.189617865	0.23341303	-0.732233494	-1.369915225	-0.330009211	-0.948847629	-0.78449611	1.087377619	0.06875656
12.3853195	12.18288105	10.55036261	-2.230145343	12.3853195	-0.167998663	-0.639539275	0.723397208	0.578985501	-0.158565421	-0.607820322	0.45473371	1.250184851	-1.277317793
14.08888537	0.679969236	17.55735475	14.07246719	14.08888537	0.4563894	1.026717382	-0.514693995	-0.251044244	-0.410886972	-1.339638248	-1.025850272	-0.07842517	-0.168784649
6.559600223	6.310597919	6.239159157	1.7901701	6.559600223	0.662973764	0.045574957	0.613184438	0.57911056	-1.478152512	0.713513523	0.536328655	0.291410401	1.329399265
4.830419384	0.568813492	3.59019368	-4.796811716	4.830419384	-1.078254151	0.062509238	-0.047286287	1.143026669	-2.390104006	-1.046438481	0.821755107	-0.297355592	2.981636814
11.36553886	4.109578864	16.06636524	-10.59654827	11.36553886	-0.786917436	1.481924353	0.445664941	2.831225809	-1.222565422	1.571372446	-0.329226953	-1.707886672	-1.41140033
11.85071148	8.943269006	14.75491255	-7.775429376	11.85071148	0.015987553	0.498616133	-1.206237075	-1.694173948	1.34845351	0.755929454	1.062054317	1.26376599	0.526512956
11.6057933	6.650664598	12.95688652	-9.511209103	11.6057933	-0.048622209	0.172535749	0.158670759	-0.538775154	2.018692736	0.728908475	-0.768462509	-0.651328253	-1.559820298
7.881671846	-0.218217279	10.89401509	7.878650412	7.881671846	1.847642139	0.209191513	0.109393407	-1.555133418	0.085078129	0.332368556	-1.083385862	-0.655608692	1.089330373
4.997998239	1.408146427	18.86695583	-4.795530215	4.997998239	-1.515709126	0.427519489	0.052361571	0.64635381	0.055755174	-0.871165571	-0.664357573	-0.254235148	0.354293158
5.436070022	3.599480863	2.615123832	-4.073646377	5.436070022	2.393487961	0.957326672	-0.806385346	1.095050056	-0.884860171	-0.874766751	-1.289185893	1.247450482	0.397665631
11.32365219	3.648753056	3.457999103	-10.7196875	11.32365219	-0.211425457	-0.121085475	-0.998381408	-0.183178071	0.241631081	1.780397277	-1.303686107	-2.161337899	-2.237485166
8.918873803	-7.801666047	7.960871349	4.322073208	8.918873803	0.288557348	-0.350446602	0.231184899	-0.625795036	-0.27095387	-0.382896303	0.253943395	-0.492059902	-0.778224825
5.421984926	3.53257119	13.86921921	-4.113254347	5.421984926	0.342377408	0.297867505	1.255547362	-0.684861125	-0.846176854	-0.262577021	0.70234428	-0.516400045	0.885591811
9.407014601	-9.40553051	12.22836093	0.167091394	9.407014601	1.542389637	0.442816416	-0.254689141	2.343095904	-1.402011807	1.006630577	-0.224682878	0.109274485	2.094619921
7.536251171	2.354410987	6.359794993	7.159038386	7.536251171	-0.568562534	-0.526098209	0.780377718	0.430516373	-0.196684526	0.122438724	0.689818692	0.030765994	0.143605267
